"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"11137","5202000021","六盘水市教育局","http://jyj.gzlps.gov.cn/","六盘水市教育局","正常"
"11138","5202000022","六盘水市民政局","http://mzj.gzlps.gov.cn/","六盘水市民政局","正常"
"11139","5202000023","六盘水市市场监督管理局","Http://scjg.gzlps.gov.cn","六盘水市市场监督管理局","正常"
"11140","5202000024","六盘水市公安局","http://gaj.gzlps.gov.cn/","六盘水市公安局","正常"
"11141","5202000025","六盘水市生态环境局","http://sthj.gzlps.gov.cn","六盘水市生态环境局","正常"
"11142","5202000026","六盘水市卫生健康局","http://swjj.gzlps.gov.cn","六盘水市卫生健康局","正常"
"11143","5202000027","全国公共资源交易平台(贵州省·六盘水市)","http://ggzy.gzlps.gov.cn","六盘水市公共资源交易中心（六盘水市农村产权交易中心）","正常"
"11144","5202000030","六盘水市住房和城乡建设局","http://zjj.gzlps.gov.cn/","贵州省六盘水市住房和城乡建设局","正常"
"11145","5202000032","六盘水市生态移民局","http://ymj.gzlps.gov.cn/","六盘水市生态移民局","正常"
"11146","5202000033","六盘水市农业农村局","http://snyncj.gzlps.gov.cn/","六盘水市农业农村局","正常"
"11147","5202000034","六盘水市审计局","http://sjj.gzlps.gov.cn","六盘水市审计局","正常"
"11148","5202000035","六盘水市商务局","http://swj.gzlps.gov.cn","六盘水市商务局","正常"
"11149","5202000036","六盘水市文化广电旅游局","http://wgl.gzlps.gov.cn/","六盘水市文化广电旅游局","正常"
"11150","5202000038","六盘水市供销合作社联合社","http://lpsgxs.gzlps.gov.cn/","六盘水市供销合作社联合社","正常"
"11151","5202000039","六盘水市人民防空办公室","http://rfb.gzlps.gov.cn/","六盘水市人民防空办公室","正常"
"11152","5202000041","六盘水市民族宗教事务委员会","http://smzw.gzlps.gov.cn/","六盘水市民族宗教事务委员会","正常"
"11153","5202000043","六盘水市人力资源社会保障网","http://hrss.gzlps.gov.cn/","六盘水市人力资源和社会保障局","正常"
"11154","5202000044","六盘水市交通运输局","http://jtj.gzlps.gov.cn/","六盘水市交通运输局","正常"
"11155","5202000045","六盘水市应急管理局","http://yjj.gzlps.gov.cn","六盘水市应急管理局","正常"
"11156","5202000046","六盘水市人民政府","http://www.gzlps.gov.cn","贵州省六盘水市人民政府办公室","正常"
"11157","5202000047","六盘水高新技术产业开发区","http://gxq.gzlps.gov.cn","六盘水高新技术产业开发区","正常"
"11158","5202000075","贵州省六盘水市体育局","http://tyj.gzlps.gov.cn/","六盘水市人民政府办公室","正常"
"11159","5202000076","信用中国（贵州六盘水）","http://cx.gzlps.gov.cn","六盘水市发展和改革委员会","正常"
"11160","5202000077","六盘水市退役军人事务局","http://tyjrswj.gzlps.gov.cn/","六盘水市退役军人事务局","正常"
"11161","5202000079","六盘水市医疗保障局","http://ybj.gzlps.gov.cn/","贵州省人民政府办公室","正常"
"11162","5202000080","六盘水市乡村振兴局","http://xczx.gzlps.gov.cn/","六盘水市乡村振兴局","正常"
"11163","5202010022","钟山区人民政府","http://www.gzzs.gov.cn","六盘水市钟山区人民政府办公室","正常"
"11164","5202030007","六枝特区人民政府 ","http://www.liuzhi.gov.cn/","六枝特区人民政府办公室","正常"
"11165","5202210041","六盘水市水城区人民政府","http://www.shuicheng.gov.cn","六盘水市水城区人民政府办公室","正常"
"11166","5202220034","盘州市人民政府","http://www.panzhou.gov.cn/","盘州市人民政府办公室","正常"
"11167","5202220069","信用中国（贵州盘州）","http://cx.panzhou.gov.cn/","盘州市人民政府办公室","正常"
"11168","5203000001","遵义市新蒲新区管理委员会","www.xinpu.gov.cn","遵义市新蒲新区管理委员会办公室","正常"
"11169","5203000004","遵义市供销合作社联合社","http://zyscoop.zunyi.gov.cn/","遵义市供销合作社联合社","正常"
"11170","5203000005","遵义市自然资源局","zrzyj.zunyi.gov.cn","遵义市自然资源局","正常"
"11171","5203000006","遵义市审计局","http://sjj.zunyi.gov.cn","遵义市审计局","正常"
"11172","5203000007","遵义市文化旅游局","http://wtlyj.zunyi.gov.cn/","遵义市文化旅游局","正常"
"11173","5203000008","遵义市教育体育局","http://jyj.zunyi.gov.cn","遵义市教育体育局","正常"
"11174","5203000013","遵义市住房和城乡建设局","http://zjj.zunyi.gov.cn/","遵义市住房和城乡建设局","正常"
"11175","5203000016","遵义市乡村振兴局","http://xczx.zunyi.gov.cn/","遵义市乡村振兴局","正常"
"11176","5203000017","遵义市民政局","http://mzj.zunyi.gov.cn/","遵义市民政局","正常"
"11177","5203000020","遵义市统计局","http://tjj.zunyi.gov.cn/","遵义市统计局","正常"
"11178","5203000022","全国公共资源交易平台（贵州省·遵义市）","http://ggzyjy.zunyi.gov.cn/","遵义市公共资源交易中心","正常"
"11179","5203000023","遵义市科学与大数据局","ksj.zunyi.gov.cn","遵义市科学与大数据局","正常"
"11180","5203000026","贵州省遵义市公安交通管理局","http://jjzd.zunyi.gov.cn","遵义市公安交通管理局","正常"
"11181","5203000029","遵义市发展和改革委员会","http://fgw.zunyi.gov.cn","遵义市发展改革委员会","正常"
"11182","5203000030","遵义市林业局","http://lyj.zunyi.gov.cn/","遵义市林业局","正常"
"11183","5203000031","遵义市人民政府","http://www.zunyi.gov.cn/","遵义市人民政府办公室","正常"
"11184","5203000032","遵义市生态环境局","http://zyepb.zunyi.gov.cn/","遵义市生态环境局","正常"
"11185","5203000034","遵义市水务局","http://slj.zunyi.gov.cn/","遵义市水务局","正常"
"11186","5203000035","遵义市财政局","http://czj.zunyi.gov.cn/","遵义市财政局","正常"
"11187","5203000036","遵义市综合行政执法局","http://zhxzzfj.zunyi.gov.cn/","遵义市综合行政执法局","正常"
"11188","5203000037","遵义市卫生健康局","http://wsjkj.zunyi.gov.cn","遵义市卫生健康局","正常"
"11189","5203000040","遵义市公安局","http://gaj.zunyi.gov.cn/","遵义市公安局","正常"
"11190","5203000042","遵义市交通运输局","http://jtj.zunyi.gov.cn/","遵义市交通运输局","正常"
"11191","5203000044","遵义市投资促进局","http://tzzy.zunyi.gov.cn/","遵义市投资促进局","正常"
"11192","5203000045","遵义市住房公积金管理中心","http://zfgjj.zunyi.gov.cn/","遵义市住房公积金管理中心","正常"
"11193","5203000049","遵义市人民防空办公室","http://rfb.zunyi.gov.cn/","遵义市人民防空办公室","正常"
"11194","5203000050","遵义市人力资源和社会保障局","http://www.zyrs.gov.cn/index.html","遵义市人力资源和社会保障局信息科","正常"
"11195","5203000051","遵义市工业和能源局","http://gnj.zunyi.gov.cn/","遵义市工业和能源局","正常"
"11196","5203000052","遵义市司法局","http://sfj.zunyi.gov.cn","遵义市司法局","正常"
"11197","5203000053","遵义市商务局","http://swj.zunyi.gov.cn/","遵义市商务局","正常"
"11198","5203000054","遵义市应急管理局","http://yjj.zunyi.gov.cn/","遵义市应急管理局","正常"
"11199","5203000055","遵义市农业农村局","http://nyncj.zunyi.gov.cn","遵义市农业农村局","正常"
"11200","5203000062","遵义强制隔离戒毒所","http://qzjds.zunyi.gov.cn/home/","遵义强制隔离戒毒所","正常"
"11201","5203000095","遵义市生态移民局","http://ymj.zunyi.gov.cn/","遵义市生态移民局","正常"
"11202","5203000109","遵义市市场监督管理局","http://scjgj.zunyi.gov.cn/","遵义市市场监督管理局","正常"
"11203","5203000110","信用中国-贵州遵义","http://cx.zunyi.gov.cn/","遵义市发展和改革委员会","正常"
"11204","5203000111","遵义市国有资产监督管理委员会","http://gzw.zunyi.gov.cn/","遵义市人民政府办公室","正常"
"11205","5203000113","遵义市地方金融监督管理局","http://jrb.zunyi.gov.cn","遵义市人民政府办公室","正常"
"11206","5203000114","遵义市营商环境建设局","http://yshjjsj.zunyi.gov.cn/","遵义市人民政府办公室","正常"
"11207","5203000115","遵义市医疗保障局","http://ylbzj.zunyi.gov.cn/","遵义市人民政府办公室","正常"
"11208","5203000116","遵义综合保税区","http://zyftz.zunyi.gov.cn","中共遵义综合保税区工作委员会（遵义综合保税区管理委员会）","正常"
"11209","5203000118","遵义市退役军人事务局","http://tyjrswj.zunyi.gov.cn/","遵义市人民政府","正常"
"11210","5203020014","遵义市红花岗区人民政府","http://www.zyhhg.gov.cn/","遵义市红花岗区人民政府办公室","正常"
"11211","5203030002","遵义市汇川区人民政府","http://www.zyhc.gov.cn/","汇川区人民政府","正常"
"11212","5203210002","遵义市播州区人民政府","http://www.zybz.gov.cn","贵州省遵义市播州区人民政府","正常"
"11213","5203220001","桐梓县人民政府","http://www.gztongzi.gov.cn/","桐梓县大数据发展中心","正常"
"11214","5203230006","绥阳县人民政府","http://www.suiyang.gov.cn/","绥阳县人民政府办公室","正常"
"11215","5203240008","正安县人民政府","http://www.gzza.gov.cn/","正安县人民政府","正常"
"11216","5203250001","道真仡佬族苗族自治县人民政府","http://www.gzdaozhen.gov.cn/","道真仡佬族苗族自治县人民政府办公室","正常"
"11217","5203260039","务川仡佬族苗族自治县人民政府","http://www.gzwuchuan.gov.cn/","务川自治县人民政府","正常"
"11218","5203270003","凤冈县人民政府","www.gzfenggang.gov.cn;","凤冈县人民政府","正常"
"11219","5203280024","湄潭县人民政府","http://www.meitan.gov.cn","湄潭县人民政府","正常"
"11220","5203290001","余庆县人民政府","http://www.zgyq.gov.cn","余庆县人民政府办公室","正常"
"11221","5203300016","习水县人民政府","http://www.xsx.gov.cn","习水县人民政府办公室","正常"
"11222","5203810001","赤水市人民政府","http://www.gzchishui.gov.cn/","赤水市人民政府办公室","正常"
"11223","5203820001","仁怀市人民政府公众信息网","http://www.rh.gov.cn","仁怀市人民政府办公室","正常"
"11224","5204000001","安顺市人民政府","http://www.anshun.gov.cn/","安顺市人民政府办公室","正常"
"11225","5204000003","安顺市交通运输局（安顺市交通战备办公室）","http://jtj.anshun.gov.cn/","贵州省安顺市交通运输局","正常"
"11226","5204000004","安顺市卫生健康局","http://wjj.anshun.gov.cn/","安顺市卫生健康局","正常"
"11227","5204000006","贵州省安顺市商务局","http://asswj.anshun.gov.cn/","安顺市商务局","正常"
"11228","5204000007","安顺经济技术开发区","http://www.anshunjkq.gov.cn/","安顺经济技术开发区工管委办公室","正常"
"11229","5204000008","安顺市市场监督管理局","http://scjd.anshun.gov.cn/","安顺市市场监督管理局办公室","正常"
"11230","5204000011","安顺市公共资源交易中心","http://www.ggzy.anshun.gov.cn/","安顺市公共资源交易中心","正常"
"11231","5204000012","安顺市乡村振兴局","http://xczx.anshun.gov.cn/","安顺市乡村振兴局","正常"
"11232","5204000013","贵州省安顺市机关事务管理局","http://jgswj.anshun.gov.cn","http://jgswj.anshun.gov.cn","正常"
"11233","5204000016","安顺市住房和城乡建设局","http://zfcx.anshun.gov.cn","安顺市住房和城乡建设局","正常"
"11234","5204000017","安顺市司法局","http://sfj.anshun.gov.cn/","安顺市司法局","正常"
"11235","5204000019","安顺市住房公积金管理中心","gjj.anshun.gov.cn","安顺市住房公积金管理中心","正常"
"11236","5204000020","安顺市农业农村局","http://nyncj.anshun.gov.cn/","安顺市农业农村局","正常"
"11237","5204000022","安顺市教育局","http://jyj.anshun.gov.cn/","安顺市电化教育馆","正常"
"11238","5204000025","安顺市人力资源和社会保障局","http://rsj.anshun.gov.cn/","贵州省安顺市人力资源和社会保障局","正常"
"11239","5204000026","安顺市科学技术局","http://kjj.anshun.gov.cn/","安顺市科学技术（知识产权）局","正常"
"11240","5204000027","安顺市自然资源局","http://zrzyj.anshun.gov.cn/","安顺市自然资源局","正常"
"11241","5204000029","安顺市民政局","http://smzj.anshun.gov.cn/","安顺市人民政府","正常"
"11242","5204000041","安顺市工业和信息化局","http://gxj.anshun.gov.cn","安顺市工业和信息化局","正常"
"11243","5204000054","安顺市生态环境局","http://sthjj.anshun.gov.cn/","安顺市生态环境局","正常"
"11244","5204000056","安顺市生态移民局","http://ymj.anshun.gov.cn/","安顺市生态移民局","正常"
"11245","5204000057","安顺市应急管理局","http://yjglj.anshun.gov.cn/","安顺市应急管理局","正常"
"11246","5204000058","安顺市林业局","http://lyj.anshun.gov.cn","安顺市林业局","正常"
"11247","5204000059","安顺市发展和改革委员会","http://fgw.anshun.gov.cn/","安顺市发展和改革委员会","正常"
"11248","5204000060","安顺市文化广电旅游局","http://wgl.anshun.gov.cn/","安顺市人民政府电子政务办公室","正常"
"11249","5204000061","安顺市水务局","http://swj.anshun.gov.cn","安顺市水务局","正常"
"11250","5204000062","黄果树旅游区管理委员会","http://hgsgwh.anshun.gov.cn","黄果树旅游区新闻传媒中心","正常"
"11251","5204000063","安顺市供销合作社联合社","http://gxs.anshun.gov.cn","安顺市供销合作社联合社","正常"
"11252","5204000064","信用中国（贵州安顺）","http://ascx.anshun.gov.cn/index.html","安顺市发展和改革委员会","正常"
"11253","5204020020","西秀区人民政府","http://www.xixiu.gov.cn/","安顺市西秀区政府","正常"
"11254","5204020025","信用中国（贵州西秀）","http://xyxxq.xixiu.gov.cn/","西秀区发展和改革局","正常"
"11255","5204210001","平坝区人民政府","http://www.pingba.gov.cn/","平坝区人民政府办公室","正常"
"11256","5204210041","信用中国（贵州平坝）","http://pbcx.pingba.gov.cn","安顺市平坝区人民政府","正常"
"11257","5204220033","普定县人民政府","http://www.aspd.gov.cn","普定县人民政府办公室","正常"
"11258","5204220069","信用中国（贵州普定）","pdcx.aspd.gov.cn","普定县人民政府办公室","正常"
"11259","5204230014","镇宁自治县人民政府","http://www.gzzn.gov.cn","镇宁自治县人民政府办公室","正常"
"11260","5204230095","信用中国（贵州镇宁）","http://xyzn.gzzn.gov.cn/","镇宁自治县人民政府办公室","正常"
"11261","5204240001","关岭布依族苗族自治县人民政府","http://www.guanling.gov.cn","关岭自治县人民政府办公室","正常"
"11262","5204240016","信用中国（贵州关岭）","http://www.xyglx.gov.cn","关岭布依族苗族自治县发展和改革局","正常"
"11263","5204250003","紫云苗族布依族自治县人民政府","http://www.gzzy.gov.cn/","贵州省紫云苗族布依族自治县融媒体中心","正常"
"11264","5205000007","毕节市人力资源和社会保障局","http://www.bijie.gov.cn/bm/bjsrsj/","贵州省人力资源和社会保障厅","正常"
"11265","5205000011","毕节市人民政府","https://www.bijie.gov.cn","毕节市人民政府办公室","正常"
"11266","5205000031","百里杜鹃管理区管理委员会","bldj.bijie.gov.cn","百里杜鹃管理区管理委员会办公室","正常"
"11267","5205000034","毕节高新技术产业开发区（贵州七星关经济开发区)管理委员会","http://jhh.bijie.gov.cn","毕节高新技术产业开发区（贵州七星关经济开发区)管理委员会党政办","正常"
"11268","5205000051","毕节市公共资源交易中心","http://ggzy.bijie.gov.cn/","主办：毕节市公共资源交易中心  内容保障：毕节市公共资源交易中心","正常"
"11269","5205000052","信用中国（贵州毕节）","http://bjscx.bijie.gov.cn","毕节市人民政府办公室","正常"
"11270","5205020002","毕节市七星关区人民政府","http://www.bjqixingguan.gov.cn","毕节市七星关区人民政府办公室","正常"
"11271","5205210006","大方县人民政府","http://www.gzdafang.gov.cn","贵州省大方县人民政府办公室","正常"
"11272","5205220010","黔西市人民政府","www.gzqianxi.gov.cn","黔西市人民政府办公室","正常"
"11273","5205230009","金沙县人民政府","http://www.gzjinsha.gov.cn","金沙县人民政府","正常"
"11274","5205240006","织金县人民政府","http://www.gzzhijin.gov.cn","织金县人民政府办公室","正常"
"11275","5205250003","纳雍县人民政府","http://www.gznayong.gov.cn","纳雍县人民政府办公室","正常"
"11276","5205260003","威宁彝族回族苗族自治县人民政府","http://www.gzweining.gov.cn/sy/","威宁自治县人民政府办公室","正常"
"11277","5205270016","赫章县人民政府","http://www.gzhezhang.gov.cn/","赫章县人民政府办公室","正常"
"11278","5206000001","铜仁市人民政府","http://www.trs.gov.cn","铜仁市人民政府办公室","正常"
"11279","5206000002","贵州铜仁高新技术产业开发区","http://trgxq.trs.gov.cn/","铜仁高新区管委会","正常"
"11280","5206000005","铜仁市城市综合执法局(铜仁市城市管理局)","http://cszhzf.trs.gov.cn","铜仁市城市综合执法局（铜仁市城市管理局）","正常"
"11281","5206000008","铜仁市民族和宗教事务委员会","http://mzw.trs.gov.cn/","铜仁市民族和宗教事务委员会","正常"
"11282","5206000010","铜仁市生态环境局","http://sthjj.trs.gov.cn","铜仁市生态环境局","正常"
"11283","5206000011","铜仁市审计局","http://sjj.trs.gov.cn","铜仁市审计局","正常"
"11284","5206000014","铜仁交通运输局","http://trjt.trs.gov.cn/","贵州省铜仁市交通运输局","正常"
"11285","5206000015","铜仁市科学技术局","http://kjj.trs.gov.cn/","铜仁市科学技术局","正常"
"11286","5206000017","铜仁市公安局交通警察支队","http://jjzd.trs.gov.cn","铜仁市公安局交通警察支队","正常"
"11287","5206000018","铜仁市水务局","http://trsw.trs.gov.cn/","铜仁市水务局","正常"
"11288","5206000020","铜仁市公共资源交易中心","http://jyzx.trs.gov.cn","铜仁市公共资源交易中心","正常"
"11289","5206000021","铜仁市住房公积金中心","http://gjjzx.trs.gov.cn/","铜仁市住房公积金管理中心","正常"
"11290","5206000026","铜仁市农业农村局","http://nw.trs.gov.cn/","铜仁市农业农村局","正常"
"11291","5206000027","铜仁市住房和城乡建设局","http://trsjs.trs.gov.cn/","铜仁市住房和城乡建设局","正常"
"11292","5206000029","铜仁市财政局","http://czj.trs.gov.cn","铜仁市财政局","正常"
"11293","5206000032","大龙经济开发区","http://www.dalong.gov.cn","贵州大龙经济开发区新闻与信息中心","正常"
"11294","5206000035","铜仁市投资促进局","http://tcj.trs.gov.cn","铜仁市投资促进局","正常"
"11295","5206000037","铜仁市司法局","http://sfj.trs.gov.cn","铜仁市司法局","正常"
"11296","5206000038","铜仁市发展和改革委员会","http://fgw.trs.gov.cn/","铜仁市发展和改革委员会","正常"
"11297","5206000039","铜仁市卫生健康局","http://wjw.trs.gov.cn/","铜仁市卫生健康局","正常"
"11298","5206000041","铜仁市林业局","http://lyj.trs.gov.cn/","铜仁市林业局","正常"
"11299","5206000043","铜仁市人力资源和社会保障局","http://rsj.trs.gov.cn/","铜仁市人力资源和社会保障局","正常"
"11300","5206000045","铜仁市应急管理局","http://yjglj.trs.gov.cn/","铜仁市应急管理局","正常"
"11301","5206000047","铜仁市扶贫开发办公室","http://fpb.trs.gov.cn/","铜仁市人民政府办公室","正常"
"11302","5206000051","铜仁市教育局","http://jyj.trs.gov.cn/","铜仁市政府","正常"
"11303","5206000052","信用中国（贵州铜仁）","http://cxw.trs.gov.cn/","铜仁市人民政府","正常"
"11304","5206000053","铜仁市公安局","http://gaj.trs.gov.cn/","铜仁市公安局","正常"
"11305","5206000054","铜仁市文体广电旅游局","http://wtgdlyj.trs.gov.cn/","铜仁市人民政府办公室","正常"
"11306","5206000055","铜仁市金融和国有资产发展中心","http://jrgz.trs.gov.cn/","铜仁市人民政府办公室","正常"
"11307","5206000056","铜仁市退役军人事务局","http://tyjrswj.trs.gov.cn","铜仁市人民政府办公室","正常"
"11308","5206000057","铜仁市医疗保障局","http://ybj.trs.gov.cn","铜仁市人民政府办公室","正常"
"11309","5206020078","碧江区人民政府办公室","http://www.bjq.gov.cn/","碧江区人民政府办公室","正常"
"11310","5206030002","万山区人民政府","www.trws.gov.cn","铜仁市万山区人民政府办公室","正常"
"11311","5206210018","江口县人民政府","http://www.jiangkou.gov.cn/","江口县人民政府办公室","正常"
"11312","5206220011","玉屏侗族自治县人民政府","http://www.yuping.gov.cn","玉屏侗族自治县人民政府办公室","正常"
"11313","5206230003","石阡县人民政府","www.shiqian.gov.cn","石阡县政府办公室","正常"
"11314","5206240001","思南县人民政府","http://www.sinan.gov.cn/","思南县人民政府办公室","正常"
"11315","5206250005","印江土家族苗族自治县人民政府","www.yinjiang.gov.cn","印江土家族苗族自治县人民政府办公室","正常"
"11316","5206260030","德江县人民政府","http://www.dejiang.gov.cn","德江县人民政府办公室","正常"
"11317","5206270014","沿河土家族自治县人民政府","http://www.yanhe.gov.cn/","沿河土家族自治县人民政府办公室","正常"
"11318","5206280026","松桃苗族自治县人民政府","http://www.songtao.gov.cn/","贵州省松桃苗族自治县人民政府","正常"
"11319","5223000002","黔西南州住房公积金管理中心","http://gjj.qxn.gov.cn/","黔西南州住房公积金管理中心","正常"
"11320","5223000020","黔西南州人民政府","http://www.qxn.gov.cn/","黔西南州人民政府办公室","正常"
"11321","5223000074","全国公共资源交易平台（贵州省·黔西南州）","ggzyjy.qxn.gov.cn","黔西南州公共资源交易中心","正常"
"11322","5223010005","兴义市人民政府","gzxy.gov.cn","兴义市人民政府办公室电子政务股","正常"
"11323","5223220003","兴仁市人民政府","http://www.gzxr.gov.cn/","兴仁市人民政府办公室","正常"
"11324","5223230001","普安县人民政府","http://www.puan.gov.cn","普安县人民政府","正常"
"11325","5223240006","晴隆县人民政府","http://www.gzql.gov.cn","晴隆县人民政府办公室","正常"
"11326","5223250001","贞丰县人民政府","http://www.gzzf.gov.cn","贞丰县人民政府","正常"
"11327","5223260003","望谟县人民政府","http://www.gzwm.gov.cn/","望谟县人民政府办公室","正常"
"11328","5223270006","册亨县人民政府","http://www.gzch.gov.cn/","册亨县人民政府办公室","正常"
"11329","5223280001","安龙县人民政府","http://www.gzal.gov.cn","安龙县人民政府","正常"
"11330","5226000001","黔东南州投资促进局","http://tzcj.qdn.gov.cn/","黔东南州投资促进局","正常"
"11331","5226000002","黔东南州审计局","http://sjj.qdn.gov.cn/","黔东南州审计局","正常"
"11332","5226000005","黔东南州工业和信息化局","http://gxj.qdn.gov.cn/","贵州省黔东南州工业和信息化局","正常"
"11333","5226000007","黔东南州农业农村局","http://nyncj.qdn.gov.cn/","黔东南州农业农村局","正常"
"11334","5226000019","黔东南州住房和城乡建设局","http://qdnzzj.qdn.gov.cn/","黔东南州住房和城乡建设局","正常"
"11335","5226000021","黔东南州民族宗教事务委员会","http://mzw.qdn.gov.cn/","黔东南州民族宗教事务委员会","正常"
"11336","5226000022","黔东南州发展和改革委员会","http://qdncx.gov.cn/","黔东南州发展和改革委员会","正常"
"11337","5226000023","黔东南州水务局","http://shuiwu.qdn.gov.cn/","黔东南州水利局","正常"
"11338","5226000025","黔东南州商务局","http://swj.qdn.gov.cn/","黔东南州商务局","正常"
"11339","5226000031","黔东南公安","http://gaj.qdn.gov.cn","黔东南州公安局","正常"
"11340","5226000032","黔东南州供销合作社联合社","http://qdngxs.qdn.gov.cn/","黔东南州供销合作社联合社","正常"
"11341","5226000033","黔东南州林业局","http://ly.qdn.gov.cn","黔东南州人民政府","正常"
"11342","5226000035","黔东南州交通运输局门户网站","http://jtj.qdn.gov.cn/","黔东南州人民政府办公室","正常"
"11343","5226000036","黔东南州乡村振兴局","http://xczx.qdn.gov.cn/","黔东南州乡村振兴局","正常"
"11344","5226000037","黔东南州公共资源交易中心","http://ggzyjyzx.qdn.gov.cn/","黔东南州公共资源交易中心","正常"
"11345","5226000038","黔东南苗族侗族自治州人民政府","http://www.qdn.gov.cn","黔东南州政府办","正常"
"11346","5226000039","黔东南州文体广电旅游局","http://wtgdlyj.qdn.gov.cn/","黔东南州旅游发展委员会","正常"
"11347","5226000041","黔东南州自然资源局","http://zrzy.qdn.gov.cn/","黔东南州自然资源局","正常"
"11348","5226000044","黔东南州生态环境局","http://sthj.qdn.gov.cn/","黔东南州生态环境局","正常"
"11349","5226000045","黔东南州民政局","http://mzj.qdn.gov.cn/","黔东南州民政局","正常"
"11350","5226000047","黔东南州住房公积金管理中心","http://gjj.qdn.gov.cn/","黔东南州住房公积金管理中心","正常"
"11351","5226000048","黔东南州财政局","http://czj.qdn.gov.cn","黔东南苗族侗族自治州财政局","正常"
"11352","5226000049","黔东南州科学技术局","http://kjj.qdn.gov.cn/","黔东南州科学技术局","正常"
"11353","5226000071","黔东南州人力资源和社会保障局","http://rsj.qdn.gov.cn/","黔东南州人力资源和社会保障局","正常"
"11354","5226000072","信用中国(贵州黔东南)","http://xyqdn.qdn.gov.cn","黔东南苗族侗族自治州政府办公室","正常"
"11355","5226000073","黔东南州医疗保障局","http://ylbzj.qdn.gov.cn/","黔东南州医疗保障局","正常"
"11356","5226000074","黔东南州市场监督管理局","http://scjgj.qdn.gov.cn","黔东南州人民政府办公室","正常"
"11357","5226000075","黔东南州统计局","http://tjj.qdn.gov.cn/","黔东南州人民政府办公室","正常"
"11358","5226000076","黔东南州退役军人局","http://tyjrj.qdn.gov.cn/index.html","黔东南州人民政府办公室","正常"
"11359","5226000077","黔东南州卫生健康局","http://wsjkj.qdn.gov.cn/","黔东南州人民政府办公室","正常"
"11360","5226000078","黔东南州应急管理局","http://yjj.qdn.gov.cn/","黔东南州人民政府办公室","正常"
"11361","5226000079","黔东南州国有资产监督管理委员会","http://gzw.qdn.gov.cn/","黔东南州人民政府办公室","正常"
"11362","5226000080","黔东南州机关事务局","http://jgswj.qdn.gov.cn","黔东南州人民政府办公室","正常"
"11363","5226000081","贵州雷公山国家级自然保护区管理局","http://lgsbhq.qdn.gov.cn/","雷公山保护区管理局","正常"
"11364","5226000082","黔东南苗族侗族自治州司法局","http://sfj.qdn.gov.cn/","黔东南州人民政府","正常"
"11365","5226010001","凯里市人民政府","http://www.kaili.gov.cn/","凯里市人民政府办公室","正常"
"11366","5226220001","黄平县人民政府","http://www.qdnhp.gov.cn/","黄平县人民政府","正常"
"11367","5226230014","施秉县人民政府","http://www.qdnsb.gov.cn","施秉县人政府","正常"
"11368","5226240001","三穗县人民政府","http://www.gzss.gov.cn/","三穗县人民政府办公室","正常"
"11369","5226250001","镇远县人民政府","http://www.zygov.gov.cn","镇远县人民政府办公室","正常"
"11370","5226260001","岑巩县人民政府","http://www.qdncg.gov.cn/","岑巩县人民政府办公室","正常"
"11371","5226270002","天柱县人民政府","http://www.tianzhu.gov.cn/","天柱县人民政府网络信息中心","正常"
"11372","5226280001","锦屏县人民政府","http://www.jinping.gov.cn/","锦屏县人民政府办公室","正常"
"11373","5226290001","剑河县人民政府","http://www.jhx.gov.cn/","贵州省剑河县人民政府办公室","正常"
"11374","5226300003","台江县人民政府","http://www.gztaijiang.gov.cn","台江县人民政府","正常"
"11375","5226310001","黎平县人民政府","http://www.lp.gov.cn/","黎平县政府办","正常"
"11376","5226320001","榕江县人民政府","http://www.rongjiang.gov.cn/","榕江县人民政府","正常"
"11377","5226330001","从江县人民政府","www.congjiang.gov.cn","从江县人民政府办公室","正常"
"11378","5226340005","雷山县人民政府","http://www.leishan.gov.cn/","雷山县人民政府","正常"
"11379","5226350002","麻江县人民政府","http://www.majiang.gov.cn","麻江县人民政府办公室","正常"
"11380","5226360001","丹寨县人民政府","http://www.qdndz.gov.cn","丹寨县人民政府","正常"
"11381","5227000006","黔南州科学技术局","http://qnkj.qiannan.gov.cn/","黔南州科学技术局","正常"
"11382","5227000011","黔南布依族苗族自治州农业农村局","http://znyncj.qiannan.gov.cn/","贵州省黔南州农业农村局","正常"
"11383","5227000013","黔南布依族苗族自治州住房公积金管理中心","http://gjj.qiannan.gov.cn/","黔南州住房公积金管理中心信息技术科","正常"
"11384","5227000015","黔南布依族苗族自治州人民政府","http://www.qiannan.gov.cn/","黔南布依族苗族自治州人民政府办公室","正常"
"11385","5227000017","黔南州工业和信息化局","http://gxj.qiannan.gov.cn/","黔南州工业和信息化局","正常"
"11386","5227000018","黔南州司法局","http://sfj.qiannan.gov.cn/","黔南布依族苗族自治州司法局","正常"
"11387","5227000028","黔南州林业局","http://qnzlyj.qiannan.gov.cn/","黔南州林业局","正常"
"11388","5227000037","黔南州卫生健康局","http://wsjkj.qiannan.gov.cn/","黔南州卫生健康局","正常"
"11389","5227000047","都匀经济开发区","http://dykfq.qiannan.gov.cn/","都匀经济开发区党政办公室","正常"
"11390","5227000059","黔南州乡村振兴局","http://qnzfpb.qiannan.gov.cn/","黔南州乡村振兴局","正常"
"11391","5227000060","黔南州公共资源交易中心","http://ggzy.qiannan.gov.cn/","黔南州公共资源交易中心","正常"
